Fecha;APBaseRadioMAC;IPAddress;MACAddress
2021-02-02 17:16:25;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:16:13;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:16:04;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:16:04;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:15:54;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:15:43;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:15:34;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:15:34;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:15:24;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:15:12;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:15:04;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:15:03;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:14:54;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:14:41;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:14:34;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:14:33;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:14:24;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:14:11;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:14:04;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:14:03;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:13:54;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:13:41;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:13:34;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:13:32;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:13:24;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:13:10;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:13:04;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:13:02;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:12:54;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:12:39;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:12:34;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:12:31;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:12:23;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:12:08;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:12:04;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:12:01;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:11:53;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:11:38;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:11:34;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:11:31;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:11:23;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:11:07;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:11:04;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:11:01;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:10:53;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:10:37;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:10:34;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:10:30;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:10:23;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:10:07;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:10:04;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:09:59;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:09:53;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:09:36;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:09:34;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:09:29;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:09:23;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:09:06;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:09:04;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:08:59;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:08:53;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:08:36;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:08:34;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:08:28;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:08:23;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:08:06;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:08:04;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:07:58;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:07:53;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:07:36;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:07:34;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:07:28;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:07:23;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:07:06;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:07:04;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:06:57;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:06:53;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:06:35;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:06:34;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:06:27;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:06:23;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:06:05;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:06:03;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:05:56;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:05:53;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:05:35;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:05:33;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:05:25;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:05:23;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:05:05;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:05:02;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:04:55;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:04:53;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:04:35;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:04:31;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:04:24;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:04:23;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:04:05;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:04:01;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:03:53;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:03:53;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:03:35;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:03:31;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:03:23;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:03:22;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:03:05;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:03:01;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:02:52;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:02:52;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:02:35;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:02:31;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:02:22;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:02:22;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:02:05;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:02:01;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:01:52;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:01:51;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:01:35;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:01:30;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:01:22;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:01:21;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:01:05;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:01:00;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:00:52;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:00:50;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:00:35;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 17:00:30;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 17:00:22;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 17:00:19;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 17:00:05;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 16:59:59;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 16:59:51;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 16:59:48;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 16:59:35;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 16:59:29;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 16:59:21;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 16:59:18;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 16:59:05;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 16:58:58;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 16:58:51;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 16:58:47;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 16:58:35;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 16:58:28;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 16:58:21;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 16:58:17;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 16:58:05;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 16:57:58;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 16:57:51;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 16:57:47;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 16:57:35;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 16:57:27;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 16:57:20;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 16:57:16;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 16:57:05;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 16:56:57;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 16:56:50;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 16:56:46;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 16:56:35;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 16:56:27;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 16:56:20;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 16:56:16;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 16:56:05;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 16:55:56;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 16:55:49;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 16:55:45;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 16:55:35;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 16:55:26;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 16:55:19;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 16:55:15;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-02 16:55:05;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-02 16:54:55;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-02 16:54:49;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-02 16:54:44;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:56:29;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:56:20;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:56:16;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:56:09;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:55:59;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:55:50;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:55:46;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:55:39;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:55:29;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:55:20;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:55:16;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:55:09;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:54:59;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:54:50;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:54:46;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:54:39;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:54:29;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:54:20;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:54:16;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:54:09;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:53:59;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:53:49;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:53:46;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:53:38;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:53:29;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:53:19;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:53:16;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:53:08;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:52:59;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:52:49;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:52:46;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:52:38;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:52:29;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:52:19;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:52:16;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:52:08;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:51:59;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:51:49;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:51:46;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:51:37;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:51:29;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:51:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:51:16;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:51:07;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:50:59;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:50:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:50:46;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:50:37;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:50:29;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:50:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:50:16;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:50:07;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:49:59;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:49:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:49:46;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:49:37;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:49:29;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:49:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:49:16;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:49:07;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:48:59;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:48:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:48:46;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:48:37;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:48:29;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:48:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:48:16;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:48:07;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:47:59;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:47:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:47:46;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:47:37;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:47:29;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:47:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:47:16;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:47:07;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:46:59;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:46:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:46:46;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:46:37;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:46:29;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:46:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:46:16;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:46:07;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:45:59;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:45:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:45:46;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:45:37;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:45:29;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:45:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:45:15;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:45:07;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:44:59;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:44:47;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
2021-02-03 07:44:46;18:8b:9d:dc:de:c4;192.168.120.224;18:8b:9d:bc:b0:3c
2021-02-03 07:44:37;5c:83:8f:45:19:64;192.168.120.59;58:97:bd:d6:45:60
2021-02-03 07:44:29;58:97:bd:d6:45:60;192.168.120.59;5c:83:8f:45:19:64
2021-02-03 07:44:17;18:8b:9d:bc:b0:3c;192.168.120.224;18:8b:9d:dc:de:c4
